Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
ON110383,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42031,Severe acute respiratory syndrome-related coronavirus,29804,complete,"USA: Canyon, Idaho",USA,ID,,oronasopharynx,2020-10-29
ON110391,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42639,Severe acute respiratory syndrome-related coronavirus,29824,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110392,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42640,Severe acute respiratory syndrome-related coronavirus,29823,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110393,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42641,Severe acute respiratory syndrome-related coronavirus,29831,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110394,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42642,Severe acute respiratory syndrome-related coronavirus,29830,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110395,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42643,Severe acute respiratory syndrome-related coronavirus,29830,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110396,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42644,Severe acute respiratory syndrome-related coronavirus,29830,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110397,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42645,Severe acute respiratory syndrome-related coronavirus,29822,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110398,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42700,Severe acute respiratory syndrome-related coronavirus,29831,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110399,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42701,Severe acute respiratory syndrome-related coronavirus,29827,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110400,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42702,Severe acute respiratory syndrome-related coronavirus,29829,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110402,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42704,Severe acute respiratory syndrome-related coronavirus,29831,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110403,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42710,Severe acute respiratory syndrome-related coronavirus,29827,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020-12-03
ON110404,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42823,Severe acute respiratory syndrome-related coronavirus,29829,complete,"USA: Elmore, Idaho",USA,AL,,,2020-12-10
ON110405,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42840,Severe acute respiratory syndrome-related coronavirus,29822,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110406,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42841,Severe acute respiratory syndrome-related coronavirus,29818,complete,"USA: Elmore, Idaho",USA,AL,,,2020
ON110407,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,42899,Severe acute respiratory syndrome-related coronavirus,29825,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020-12-30
ON110410,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43433,Severe acute respiratory syndrome-related coronavirus,29809,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110411,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43434,Severe acute respiratory syndrome-related coronavirus,29819,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110412,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43435,Severe acute respiratory syndrome-related coronavirus,29795,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110413,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43436,Severe acute respiratory syndrome-related coronavirus,29819,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110414,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43437,Severe acute respiratory syndrome-related coronavirus,29818,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110415,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43438,Severe acute respiratory syndrome-related coronavirus,29818,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110416,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43439,Severe acute respiratory syndrome-related coronavirus,29819,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110417,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.234,4.3/1.21/v0.1.12/0.3.18,,43440,Severe acute respiratory syndrome-related coronavirus,29807,complete,"USA: Elmore, Idaho",USA,AL,,,2021-01-11
ON110419,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,43515,Severe acute respiratory syndrome-related coronavirus,29818,complete,"USA: Washington, Idaho",USA,WA,,,2020-09-16
ON110420,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.1.519,4.3/1.21/v0.1.12/0.3.18,,44049,Severe acute respiratory syndrome-related coronavirus,29793,complete,"USA: Contra Costa, Idaho",USA,CA,,oronasopharynx,2021-04-23
ON110421,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,44129,Severe acute respiratory syndrome-related coronavirus,29820,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110422,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,44130,Severe acute respiratory syndrome-related coronavirus,29819,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110423,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,44131,Severe acute respiratory syndrome-related coronavirus,29811,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110424,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,44132,Severe acute respiratory syndrome-related coronavirus,29818,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON110425,Severe acute respiratory syndrome coronavirus 2,"Ammons,M.C., Radke,J., Hobdey,S., Bolz,D., McIndoo,E., Burgoyne,H.M., Price,E., Stevens,D., Beukelman,M.R., Burns,C., Ceniseros,A., Loera,C., Voermans,R.L., Ball,C.","BVAMC, Research",USA,2022-03-30T00:00:00Z,B.1.2,4.3/1.21/v0.1.12/0.3.18,,44133,Severe acute respiratory syndrome-related coronavirus,29819,complete,"USA: Elmore, Idaho",USA,AL,,oronasopharynx,2020
ON059701,Severe acute respiratory syndrome coronavirus 2,"Faizuloev,E., Korchevaya,E., Gracheva,A., Petrusha,O., Smirnova,D., Svitich,O., Zverev,V.","Mechnikov Research Institute of Vaccines & Sera, Virology",Russia,2022-03-24T00:00:00Z,B.1.1.317,4.3/1.21/v0.1.12/0.3.18,,Dubrovka-ca-B4,Severe acute respiratory syndrome-related coronavirus,29785,complete,Russia: Moscow,Russia,,,oronasopharynx,2021-04-05
ON040961,Severe acute respiratory syndrome coronavirus 2,"Faizuloev,E., Korchevaya,E., Gracheva,A., Petrusha,O., Smirnova,D., Svitich,O., Zverev,V.","Mechnikov Research Institute of Vaccines & Sera, Virology",Russia,2022-03-22T00:00:00Z,B.1.1.317,4.3/1.21/v0.1.12/0.3.18,,Dubrovka-ca-D2,Severe acute respiratory syndrome-related coronavirus,29789,complete,Russia: Moscow,Russia,,,oronasopharynx,2021-04-05
OM728840,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4168047-001,Severe acute respiratory syndrome-related coronavirus,29796,complete,USA,USA,,,,2020-10-02
OM728843,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4168074-001,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA,USA,,,,2020-10-04
OM728845,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4159696-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2020-08-25
OM728847,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4159739-001,Severe acute respiratory syndrome-related coronavirus,29796,complete,USA,USA,,,,2020-08-26
OM728850,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4159747-001,Severe acute respiratory syndrome-related coronavirus,29796,complete,USA,USA,,,,2020-08-22
OM728855,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455756-001,Severe acute respiratory syndrome-related coronavirus,29791,complete,USA,USA,,,,2021-08-23
OM728859,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455761-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-08-24
OM728860,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455762-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-08-24
OM728862,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455765-001,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA,USA,,,,2021-10-02
OM728864,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455696-001,Severe acute respiratory syndrome-related coronavirus,29791,complete,USA,USA,,,,2021-10-02
